drug_1,drug_2,drug_1_concentration,drug_2_concentration,cell_line,response
Estramustine phosphate sodium,Chlorambucil,0,1e-6,HT29,110.79
Estramustine phosphate sodium,Chlorambucil,0,1e-6,IGROV1,100.37
Estramustine phosphate sodium,Chlorambucil,0,1e-6,K-562,113.264
Estramustine phosphate sodium,Chlorambucil,0,1e-6,KM12,88.128
Estramustine phosphate sodium,Chlorambucil,0,1e-6,LOX IMVI,98.941
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MALME-3M,110.791
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MCF7,102.471
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MOLT-4,103.927
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI/ADR-RES,100.609
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI-H23,100.578
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI-H226,101.219
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI-H322M,99.598
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI-H460,101.509
Estramustine phosphate sodium,Chlorambucil,0,1e-6,OVCAR-4,104.457
Estramustine phosphate sodium,Chlorambucil,0,1e-6,OVCAR-8,103.966
Estramustine phosphate sodium,Chlorambucil,0,1e-6,RPMI-8226,119.222
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SF-268,108.366
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SF-295,100.494
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SF-539,101.604
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SK-OV-3,100.876
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SNB-19,104.689
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SNB-75,102.242
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SR,90.448
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SW-620,105.694
Estramustine phosphate sodium,Chlorambucil,0,1e-6,U251,106.819
Estramustine phosphate sodium,Chlorambucil,0,1e-6,UACC-257,109.544
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MDA-N,105.035
Estramustine phosphate sodium,Chlorambucil,0,1e-6,T-47D,101.498
Estramustine phosphate sodium,Chlorambucil,0,1e-6,TK-10,104.012
Estramustine phosphate sodium,Chlorambucil,0,1e-6,BT-549,105.992
Estramustine phosphate sodium,Chlorambucil,0,1e-6,M14,112.446
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MDA-MB-435,111.395
Estramustine phosphate sodium,Chlorambucil,0,1e-6,NCI-H522,95.06
Estramustine phosphate sodium,Chlorambucil,0,1e-6,UACC-62,103.007
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SK-MEL-5,115.678
Estramustine phosphate sodium,Chlorambucil,0,1e-6,OVCAR-5,102.421
Estramustine phosphate sodium,Chlorambucil,0,1e-6,PC-3,97.54
Estramustine phosphate sodium,Chlorambucil,0,1e-6,RXF 393,101.522
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SK-MEL-2,102.493
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SN12C,100.689
Estramustine phosphate sodium,Chlorambucil,0,1e-6,UO-31,102.048
Estramustine phosphate sodium,Chlorambucil,0,1e-6,CAKI-1,96.838
Estramustine phosphate sodium,Chlorambucil,0,1e-6,HS 578T,106.641
Estramustine phosphate sodium,Chlorambucil,0,1e-6,MDA-MB-231,98.052
Estramustine phosphate sodium,Chlorambucil,0,1e-6,OVCAR-3,103.582
Estramustine phosphate sodium,Chlorambucil,0,1e-6,SK-MEL-28,102.139
Ifosfamide,Chlorambucil,1e-4,0,786-0,97.207
Ifosfamide,Chlorambucil,1e-4,0,A498,98.8
Ifosfamide,Chlorambucil,1e-4,0,A549/ATCC,102.149
Ifosfamide,Chlorambucil,1e-4,0,ACHN,93.84
Ifosfamide,Chlorambucil,1e-4,0,CCRF-CEM,104.135
Ifosfamide,Chlorambucil,1e-4,0,COLO 205,105.873
Ifosfamide,Chlorambucil,1e-4,0,DU-145,100.21
Ifosfamide,Chlorambucil,1e-4,0,EKVX,102.125
Ifosfamide,Chlorambucil,1e-4,0,HCC-2998,101.044
Ifosfamide,Chlorambucil,1e-4,0,HCT-15,101.931
Ifosfamide,Chlorambucil,1e-4,0,HCT-116,99.339
Ifosfamide,Chlorambucil,1e-4,0,HL-60(TB),102.324
Ifosfamide,Chlorambucil,1e-4,0,HOP-62,103.41
Ifosfamide,Chlorambucil,1e-4,0,HOP-92,96.605
Ifosfamide,Chlorambucil,1e-4,0,HT29,99.439
Ifosfamide,Chlorambucil,1e-4,0,IGROV1,96.724
Ifosfamide,Chlorambucil,1e-4,0,K-562,103.054
Ifosfamide,Chlorambucil,1e-4,0,KM12,84.087
Ifosfamide,Chlorambucil,1e-4,0,LOX IMVI,98.26
Ifosfamide,Chlorambucil,1e-4,0,MALME-3M,104.118
Ifosfamide,Chlorambucil,1e-4,0,MCF7,109.534
Ifosfamide,Chlorambucil,1e-4,0,MOLT-4,103.372
Ifosfamide,Chlorambucil,1e-4,0,NCI/ADR-RES,99.306
Ifosfamide,Chlorambucil,1e-4,0,NCI-H23,94.475
Ifosfamide,Chlorambucil,1e-4,0,NCI-H226,103.243
Ifosfamide,Chlorambucil,1e-4,0,NCI-H322M,100.352
Ifosfamide,Chlorambucil,1e-4,0,NCI-H460,103.405
Ifosfamide,Chlorambucil,1e-4,0,OVCAR-4,96.69
Ifosfamide,Chlorambucil,1e-4,0,OVCAR-8,95.955
Ifosfamide,Chlorambucil,1e-4,0,RPMI-8226,116.4
Ifosfamide,Chlorambucil,1e-4,0,SF-268,103.634
Ifosfamide,Chlorambucil,1e-4,0,SF-295,96.675
Ifosfamide,Chlorambucil,1e-4,0,SF-539,98.467
Ifosfamide,Chlorambucil,1e-4,0,SK-OV-3,99.305
Ifosfamide,Chlorambucil,1e-4,0,SNB-19,99.09
Ifosfamide,Chlorambucil,1e-4,0,SNB-75,100.426
Ifosfamide,Chlorambucil,1e-4,0,SR,93.569
Ifosfamide,Chlorambucil,1e-4,0,SW-620,102.93
Ifosfamide,Chlorambucil,1e-4,0,U251,97.387
Ifosfamide,Chlorambucil,1e-4,0,UACC-257,105.04
Ifosfamide,Chlorambucil,1e-4,0,MDA-N,97.789
Ifosfamide,Chlorambucil,1e-4,0,T-47D,99.204
Ifosfamide,Chlorambucil,1e-4,0,TK-10,101.494
Ifosfamide,Chlorambucil,1e-4,0,BT-549,98.565
Ifosfamide,Chlorambucil,1e-4,0,M14,100.226
Ifosfamide,Chlorambucil,1e-4,0,MDA-MB-435,104.168
Ifosfamide,Chlorambucil,1e-4,0,NCI-H522,94.768
Ifosfamide,Chlorambucil,1e-4,0,UACC-62,98.119
Ifosfamide,Chlorambucil,1e-4,0,SK-MEL-5,107.119
Ifosfamide,Chlorambucil,1e-4,0,OVCAR-5,100.103
Ifosfamide,Chlorambucil,1e-4,0,PC-3,104.488
Ifosfamide,Chlorambucil,1e-4,0,RXF 393,98.961
Ifosfamide,Chlorambucil,1e-4,0,SK-MEL-2,97.568
Ifosfamide,Chlorambucil,1e-4,0,SN12C,100.485
Ifosfamide,Chlorambucil,1e-4,0,UO-31,95.75
Ifosfamide,Chlorambucil,1e-4,0,CAKI-1,95.942
Ifosfamide,Chlorambucil,1e-4,0,HS 578T,101.147
Ifosfamide,Chlorambucil,1e-4,0,MDA-MB-231,102.6
Ifosfamide,Chlorambucil,1e-4,0,OVCAR-3,100.267
Ifosfamide,Chlorambucil,1e-4,0,SK-MEL-28,101.193
Amifostine,Ifosfamide,1e-4,0,786-0,102.7
Amifostine,Ifosfamide,1e-4,0,A498,95.99
Amifostine,Ifosfamide,1e-4,0,A549/ATCC,99.4
Amifostine,Ifosfamide,1e-4,0,ACHN,77.04
Amifostine,Ifosfamide,1e-4,0,CCRF-CEM,92.7
Amifostine,Ifosfamide,1e-4,0,COLO 205,87.51
Amifostine,Ifosfamide,1e-4,0,DU-145,104.14
Amifostine,Ifosfamide,1e-4,0,EKVX,98.14
Amifostine,Ifosfamide,1e-4,0,HCC-2998,90.26
Amifostine,Ifosfamide,1e-4,0,HCT-15,91.51
Amifostine,Ifosfamide,1e-4,0,HCT-116,94.72
Amifostine,Ifosfamide,1e-4,0,HL-60(TB),100.97
Amifostine,Ifosfamide,1e-4,0,HOP-62,112.7
Amifostine,Ifosfamide,1e-4,0,HOP-92,100.39
Amifostine,Ifosfamide,1e-4,0,HT29,97.45
Amifostine,Ifosfamide,1e-4,0,IGROV1,97.5
Amifostine,Ifosfamide,1e-4,0,K-562,108.97
Amifostine,Ifosfamide,1e-4,0,KM12,103.23
Amifostine,Ifosfamide,1e-4,0,LOX IMVI,81.22
Amifostine,Ifosfamide,1e-4,0,MALME-3M,103.75
Amifostine,Ifosfamide,1e-4,0,MCF7,104.5
Amifostine,Ifosfamide,1e-4,0,MOLT-4,95.59
Amifostine,Ifosfamide,1e-4,0,NCI/ADR-RES,111.29
Amifostine,Ifosfamide,1e-4,0,NCI-H23,95.6
Amifostine,Ifosfamide,1e-4,0,NCI-H226,96.54
Amifostine,Ifosfamide,1e-4,0,NCI-H322M,106.19
Amifostine,Ifosfamide,1e-4,0,NCI-H460,103.17
Amifostine,Ifosfamide,1e-4,0,OVCAR-4,98.36
Amifostine,Ifosfamide,1e-4,0,OVCAR-8,96.96
Amifostine,Ifosfamide,1e-4,0,RPMI-8226,85.12
Amifostine,Ifosfamide,1e-4,0,SF-268,106.93
Amifostine,Ifosfamide,1e-4,0,SF-295,95.67
Amifostine,Ifosfamide,1e-4,0,SF-539,101.08
Amifostine,Ifosfamide,1e-4,0,SK-OV-3,100.1
Amifostine,Ifosfamide,1e-4,0,SNB-19,105.06
Amifostine,Ifosfamide,1e-4,0,SNB-75,101.98
Amifostine,Ifosfamide,1e-4,0,SR,104.82
Amifostine,Ifosfamide,1e-4,0,SW-620,105.11
Amifostine,Ifosfamide,1e-4,0,U251,101.91
Amifostine,Ifosfamide,1e-4,0,UACC-257,88.52
Amifostine,Ifosfamide,1e-4,0,MDA-N,100.39
Amifostine,Ifosfamide,1e-4,0,T-47D,103.69
Amifostine,Ifosfamide,1e-4,0,TK-10,99.9
Amifostine,Ifosfamide,1e-4,0,BT-549,85.6
Amifostine,Ifosfamide,1e-4,0,M14,106.34
Amifostine,Ifosfamide,1e-4,0,MDA-MB-435,108.89
Amifostine,Ifosfamide,1e-4,0,NCI-H522,97.71
Amifostine,Ifosfamide,1e-4,0,UACC-62,97.87
Amifostine,Ifosfamide,1e-4,0,SK-MEL-5,102.39
Amifostine,Ifosfamide,1e-4,0,OVCAR-5,107.8
Amifostine,Ifosfamide,1e-4,0,PC-3,98.94
Amifostine,Ifosfamide,1e-4,0,RXF 393,95.23
Amifostine,Ifosfamide,1e-4,0,SK-MEL-2,66.88
Amifostine,Ifosfamide,1e-4,0,SN12C,86.57
Amifostine,Ifosfamide,1e-4,0,UO-31,74.44
Amifostine,Ifosfamide,1e-4,0,CAKI-1,84.49
Amifostine,Ifosfamide,1e-4,0,HS 578T,110.67
Amifostine,Ifosfamide,1e-4,0,MDA-MB-231,93.6
Amifostine,Ifosfamide,1e-4,0,OVCAR-3,89.54
Amifostine,Ifosfamide,1e-4,0,SK-MEL-28,95.56
Amifostine,Chlorambucil,1e-4,0,786-0,98.864
Amifostine,Chlorambucil,1e-4,0,A498,99.559
Amifostine,Chlorambucil,1e-4,0,A549/ATCC,99.912
Amifostine,Chlorambucil,1e-4,0,ACHN,96.133
Amifostine,Chlorambucil,1e-4,0,CCRF-CEM,73.683
Amifostine,Chlorambucil,1e-4,0,COLO 205,89.272
Amifostine,Chlorambucil,1e-4,0,DU-145,99.104
Amifostine,Chlorambucil,1e-4,0,EKVX,108.534
Amifostine,Chlorambucil,1e-4,0,HCC-2998,98.733
Amifostine,Chlorambucil,1e-4,0,HCT-15,98.817
Amifostine,Chlorambucil,1e-4,0,HCT-116,80.634
Amifostine,Chlorambucil,1e-4,0,HL-60(TB),74.674
Amifostine,Chlorambucil,1e-4,0,HOP-62,98.763
Amifostine,Chlorambucil,1e-4,0,HOP-92,100.667
Amifostine,Chlorambucil,1e-4,0,HT29,95.581
Amifostine,Chlorambucil,1e-4,0,IGROV1,104.226
Amifostine,Chlorambucil,1e-4,0,K-562,84.383
Amifostine,Chlorambucil,1e-4,0,KM12,101.683
Amifostine,Chlorambucil,1e-4,0,LOX IMVI,98.1
Amifostine,Chlorambucil,1e-4,0,MALME-3M,98.871
Amifostine,Chlorambucil,1e-4,0,MCF7,101.432
Amifostine,Chlorambucil,1e-4,0,MOLT-4,85.738
Amifostine,Chlorambucil,1e-4,0,NCI/ADR-RES,105.226
Amifostine,Chlorambucil,1e-4,0,NCI-H23,94.509
Amifostine,Chlorambucil,1e-4,0,NCI-H226,110.659
Amifostine,Chlorambucil,1e-4,0,NCI-H322M,98.27
Amifostine,Chlorambucil,1e-4,0,NCI-H460,98.595
Amifostine,Chlorambucil,1e-4,0,OVCAR-4,97.865
Amifostine,Chlorambucil,1e-4,0,OVCAR-8,95.611
Amifostine,Chlorambucil,1e-4,0,RPMI-8226,36.89
Amifostine,Chlorambucil,1e-4,0,SF-268,95.98
Amifostine,Chlorambucil,1e-4,0,SF-295,95.993
Amifostine,Chlorambucil,1e-4,0,SF-539,101.005
Amifostine,Chlorambucil,1e-4,0,SK-OV-3,97.96
Amifostine,Chlorambucil,1e-4,0,SNB-19,104.462
Amifostine,Chlorambucil,1e-4,0,SNB-75,100.167
Amifostine,Chlorambucil,1e-4,0,SR,47.248
Amifostine,Chlorambucil,1e-4,0,SW-620,96.848
Amifostine,Chlorambucil,1e-4,0,U251,99.962
Amifostine,Chlorambucil,1e-4,0,UACC-257,88.239
Amifostine,Chlorambucil,1e-4,0,MDA-N,97.822
Amifostine,Chlorambucil,1e-4,0,T-47D,92.498
Amifostine,Chlorambucil,1e-4,0,TK-10,89.284
Amifostine,Chlorambucil,1e-4,0,BT-549,93.35
Amifostine,Chlorambucil,1e-4,0,M14,99.813
Amifostine,Chlorambucil,1e-4,0,MDA-MB-435,96.356
Amifostine,Chlorambucil,1e-4,0,NCI-H522,98.135
Amifostine,Chlorambucil,1e-4,0,UACC-62,93.597
Amifostine,Chlorambucil,1e-4,0,SK-MEL-5,101.29
Amifostine,Chlorambucil,1e-4,0,OVCAR-5,100.973
Amifostine,Chlorambucil,1e-4,0,PC-3,99.942
Amifostine,Chlorambucil,1e-4,0,RXF 393,98.422
Amifostine,Chlorambucil,1e-4,0,SK-MEL-2,91.402
Amifostine,Chlorambucil,1e-4,0,SN12C,104.682
Amifostine,Chlorambucil,1e-4,0,UO-31,94.764
Amifostine,Chlorambucil,1e-4,0,CAKI-1,88.174
Amifostine,Chlorambucil,1e-4,0,HS 578T,91.454
Amifostine,Chlorambucil,1e-4,0,MDA-MB-231,111.854
Amifostine,Chlorambucil,1e-4,0,OVCAR-3,107.91
Amifostine,Chlorambucil,1e-4,0,SK-MEL-28,88.87
Hydroxyurea,Chlorambucil,1e-4,0,786-0,99.98
Hydroxyurea,Chlorambucil,1e-4,0,A498,88.268
Hydroxyurea,Chlorambucil,1e-4,0,A549/ATCC,91.489
Hydroxyurea,Chlorambucil,1e-4,0,ACHN,55.72
Hydroxyurea,Chlorambucil,1e-4,0,CCRF-CEM,54.171
Hydroxyurea,Chlorambucil,1e-4,0,COLO 205,46.961
Hydroxyurea,Chlorambucil,1e-4,0,DU-145,99.955
Hydroxyurea,Chlorambucil,1e-4,0,EKVX,114.112
Hydroxyurea,Chlorambucil,1e-4,0,HCC-2998,60.292
Hydroxyurea,Chlorambucil,1e-4,0,HCT-15,103.127
Hydroxyurea,Chlorambucil,1e-4,0,HCT-116,96.138
Hydroxyurea,Chlorambucil,1e-4,0,HL-60(TB),40.685
Hydroxyurea,Chlorambucil,1e-4,0,HOP-62,102.623
Hydroxyurea,Chlorambucil,1e-4,0,HOP-92,85.798
Hydroxyurea,Chlorambucil,1e-4,0,HT29,73.088
Hydroxyurea,Chlorambucil,1e-4,0,IGROV1,95.005
Hydroxyurea,Chlorambucil,1e-4,0,K-562,94.435
Hydroxyurea,Chlorambucil,1e-4,0,KM12,133.42
Hydroxyurea,Chlorambucil,1e-4,0,LOX IMVI,103.169
Hydroxyurea,Chlorambucil,1e-4,0,MALME-3M,97.697
Hydroxyurea,Chlorambucil,1e-4,0,MCF7,77.811
Hydroxyurea,Chlorambucil,1e-4,0,MOLT-4,83.011
Hydroxyurea,Chlorambucil,1e-4,0,NCI/ADR-RES,87.806
Hydroxyurea,Chlorambucil,1e-4,0,NCI-H23,102.124
Hydroxyurea,Chlorambucil,1e-4,0,NCI-H226,101.812
Hydroxyurea,Chlorambucil,1e-4,0,NCI-H322M,113.704
Hydroxyurea,Chlorambucil,1e-4,0,NCI-H460,58.324
Hydroxyurea,Chlorambucil,1e-4,0,OVCAR-4,106.285
Hydroxyurea,Chlorambucil,1e-4,0,OVCAR-8,88.202
Hydroxyurea,Chlorambucil,1e-4,0,RPMI-8226,7.8
Hydroxyurea,Chlorambucil,1e-4,0,SF-268,92.283
Hydroxyurea,Chlorambucil,1e-4,0,SF-295,93.797
Hydroxyurea,Chlorambucil,1e-4,0,SF-539,107.819
Hydroxyurea,Chlorambucil,1e-4,0,SK-OV-3,105.618
Hydroxyurea,Chlorambucil,1e-4,0,SNB-19,98.872
Hydroxyurea,Chlorambucil,1e-4,0,SNB-75,99.324
Hydroxyurea,Chlorambucil,1e-4,0,SR,106.058
Hydroxyurea,Chlorambucil,1e-4,0,SW-620,76.21
Hydroxyurea,Chlorambucil,1e-4,0,U251,88.946
Hydroxyurea,Chlorambucil,1e-4,0,UACC-257,114.453
Hydroxyurea,Chlorambucil,1e-4,0,MDA-N,89.777
Hydroxyurea,Chlorambucil,1e-4,0,T-47D,98.433
Hydroxyurea,Chlorambucil,1e-4,0,TK-10,91.904
Hydroxyurea,Chlorambucil,1e-4,0,BT-549,73.502
Hydroxyurea,Chlorambucil,1e-4,0,M14,114.153
Hydroxyurea,Chlorambucil,1e-4,0,MDA-MB-435,107.529
Hydroxyurea,Chlorambucil,1e-4,0,NCI-H522,90.495
Hydroxyurea,Chlorambucil,1e-4,0,UACC-62,89.274
Hydroxyurea,Chlorambucil,1e-4,0,SK-MEL-5,98.72
Hydroxyurea,Chlorambucil,1e-4,0,OVCAR-5,97.63
Hydroxyurea,Chlorambucil,1e-4,0,PC-3,88.708
Hydroxyurea,Chlorambucil,1e-4,0,RXF 393,90.044
Hydroxyurea,Chlorambucil,1e-4,0,SK-MEL-2,102.881
Hydroxyurea,Chlorambucil,1e-4,0,SN12C,105.109
Hydroxyurea,Chlorambucil,1e-4,0,UO-31,96.522
Hydroxyurea,Chlorambucil,1e-4,0,CAKI-1,78.52
Hydroxyurea,Chlorambucil,1e-4,0,HS 578T,103.8
Hydroxyurea,Chlorambucil,1e-4,0,MDA-MB-231,85.391
Hydroxyurea,Chlorambucil,1e-4,0,OVCAR-3,97.525
Hydroxyurea,Chlorambucil,1e-4,0,SK-MEL-28,99.075
Estramustine phosphate sodium,Ifosfamide,1e-4,0,786-0,87.3
Estramustine phosphate sodium,Ifosfamide,1e-4,0,A498,106.76
Estramustine phosphate sodium,Ifosfamide,1e-4,0,A549/ATCC,88.56
Estramustine phosphate sodium,Ifosfamide,1e-4,0,ACHN,86.73
Estramustine phosphate sodium,Ifosfamide,1e-4,0,CCRF-CEM,86.51
Estramustine phosphate sodium,Ifosfamide,1e-4,0,COLO 205,100.2
Estramustine phosphate sodium,Ifosfamide,1e-4,0,DU-145,101.79
Estramustine phosphate sodium,Ifosfamide,1e-4,0,EKVX,78.51
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HCC-2998,55.79
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HCT-15,63.77
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HCT-116,79.41
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HL-60(TB),94.52
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HOP-62,105.55
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HOP-92,56.79
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HT29,95.84
Estramustine phosphate sodium,Ifosfamide,1e-4,0,IGROV1,78.56
Estramustine phosphate sodium,Ifosfamide,1e-4,0,K-562,78.53
Estramustine phosphate sodium,Ifosfamide,1e-4,0,KM12,76.87
Estramustine phosphate sodium,Ifosfamide,1e-4,0,LOX IMVI,68.46
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MALME-3M,94.84
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MCF7,111.09
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MOLT-4,94.95
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI/ADR-RES,93.49
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI-H23,76.13
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI-H226,78.46
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI-H322M,84.12
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI-H460,89.32
Estramustine phosphate sodium,Ifosfamide,1e-4,0,OVCAR-4,91
Estramustine phosphate sodium,Ifosfamide,1e-4,0,OVCAR-8,90.97
Estramustine phosphate sodium,Ifosfamide,1e-4,0,RPMI-8226,87.67
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SF-268,19.11
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SF-295,1.89
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SF-539,-81.4
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SK-OV-3,90.25
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SNB-19,92.61
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SNB-75,70.47
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SR,36.73
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SW-620,97.31
Estramustine phosphate sodium,Ifosfamide,1e-4,0,U251,72.38
Estramustine phosphate sodium,Ifosfamide,1e-4,0,UACC-257,81.6
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MDA-N,68.56
Estramustine phosphate sodium,Ifosfamide,1e-4,0,T-47D,89.98
Estramustine phosphate sodium,Ifosfamide,1e-4,0,TK-10,34.8
Estramustine phosphate sodium,Ifosfamide,1e-4,0,BT-549,59.3
Estramustine phosphate sodium,Ifosfamide,1e-4,0,M14,89.52
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MDA-MB-435,72.78
Estramustine phosphate sodium,Ifosfamide,1e-4,0,NCI-H522,101.51
Estramustine phosphate sodium,Ifosfamide,1e-4,0,UACC-62,80.45
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SK-MEL-5,100.13
Estramustine phosphate sodium,Ifosfamide,1e-4,0,OVCAR-5,69.72
Estramustine phosphate sodium,Ifosfamide,1e-4,0,PC-3,97.59
Estramustine phosphate sodium,Ifosfamide,1e-4,0,RXF 393,43.59
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SK-MEL-2,101.4
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SN12C,81.79
Estramustine phosphate sodium,Ifosfamide,1e-4,0,UO-31,64.71
Estramustine phosphate sodium,Ifosfamide,1e-4,0,CAKI-1,86.11
Estramustine phosphate sodium,Ifosfamide,1e-4,0,HS 578T,93.06
Estramustine phosphate sodium,Ifosfamide,1e-4,0,MDA-MB-231,89.03
Estramustine phosphate sodium,Ifosfamide,1e-4,0,OVCAR-3,88.62
Estramustine phosphate sodium,Ifosfamide,1e-4,0,SK-MEL-28,77.19
Estramustine phosphate sodium,Amifostine,1e-4,0,786-0,87.3
Estramustine phosphate sodium,Amifostine,1e-4,0,A498,106.76
Estramustine phosphate sodium,Amifostine,1e-4,0,A549/ATCC,88.56
Estramustine phosphate sodium,Amifostine,1e-4,0,ACHN,86.73
Estramustine phosphate sodium,Amifostine,1e-4,0,CCRF-CEM,86.51
Estramustine phosphate sodium,Amifostine,1e-4,0,COLO 205,100.2
Estramustine phosphate sodium,Amifostine,1e-4,0,DU-145,101.79
Estramustine phosphate sodium,Amifostine,1e-4,0,EKVX,78.51
Estramustine phosphate sodium,Amifostine,1e-4,0,HCC-2998,55.79
Estramustine phosphate sodium,Amifostine,1e-4,0,HCT-15,63.77
Estramustine phosphate sodium,Amifostine,1e-4,0,HCT-116,79.41
Estramustine phosphate sodium,Amifostine,1e-4,0,HL-60(TB),94.52
Estramustine phosphate sodium,Amifostine,1e-4,0,HOP-62,105.55
Estramustine phosphate sodium,Amifostine,1e-4,0,HOP-92,56.79
Estramustine phosphate sodium,Amifostine,1e-4,0,HT29,95.84
Estramustine phosphate sodium,Amifostine,1e-4,0,IGROV1,78.56
Estramustine phosphate sodium,Amifostine,1e-4,0,K-562,78.53
Estramustine phosphate sodium,Amifostine,1e-4,0,KM12,76.87
Estramustine phosphate sodium,Amifostine,1e-4,0,LOX IMVI,68.46
Estramustine phosphate sodium,Amifostine,1e-4,0,MALME-3M,94.84
Estramustine phosphate sodium,Amifostine,1e-4,0,MCF7,111.09
Estramustine phosphate sodium,Amifostine,1e-4,0,MOLT-4,94.95
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI/ADR-RES,93.49
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI-H23,76.13
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI-H226,78.46
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI-H322M,84.12
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI-H460,89.32
Estramustine phosphate sodium,Amifostine,1e-4,0,OVCAR-4,91
Estramustine phosphate sodium,Amifostine,1e-4,0,OVCAR-8,90.97
Estramustine phosphate sodium,Amifostine,1e-4,0,RPMI-8226,87.67
Estramustine phosphate sodium,Amifostine,1e-4,0,SF-268,19.11
Estramustine phosphate sodium,Amifostine,1e-4,0,SF-295,1.89
Estramustine phosphate sodium,Amifostine,1e-4,0,SF-539,-81.4
Estramustine phosphate sodium,Amifostine,1e-4,0,SK-OV-3,90.25
Estramustine phosphate sodium,Amifostine,1e-4,0,SNB-19,92.61
Estramustine phosphate sodium,Amifostine,1e-4,0,SNB-75,70.47
Estramustine phosphate sodium,Amifostine,1e-4,0,SR,36.73
Estramustine phosphate sodium,Amifostine,1e-4,0,SW-620,97.31
Estramustine phosphate sodium,Amifostine,1e-4,0,U251,72.38
Estramustine phosphate sodium,Amifostine,1e-4,0,UACC-257,81.6
Estramustine phosphate sodium,Amifostine,1e-4,0,MDA-N,68.56
Estramustine phosphate sodium,Amifostine,1e-4,0,T-47D,89.98
Estramustine phosphate sodium,Amifostine,1e-4,0,TK-10,34.8
Estramustine phosphate sodium,Amifostine,1e-4,0,BT-549,59.3
Estramustine phosphate sodium,Amifostine,1e-4,0,M14,89.52
Estramustine phosphate sodium,Amifostine,1e-4,0,MDA-MB-435,72.78
Estramustine phosphate sodium,Amifostine,1e-4,0,NCI-H522,101.51
Estramustine phosphate sodium,Amifostine,1e-4,0,UACC-62,80.45
Estramustine phosphate sodium,Amifostine,1e-4,0,SK-MEL-5,100.13
Estramustine phosphate sodium,Amifostine,1e-4,0,OVCAR-5,69.72
Estramustine phosphate sodium,Amifostine,1e-4,0,PC-3,97.59
Estramustine phosphate sodium,Amifostine,1e-4,0,RXF 393,43.59
Estramustine phosphate sodium,Amifostine,1e-4,0,SK-MEL-2,101.4
Estramustine phosphate sodium,Amifostine,1e-4,0,SN12C,81.79
Estramustine phosphate sodium,Amifostine,1e-4,0,UO-31,64.71
Estramustine phosphate sodium,Amifostine,1e-4,0,CAKI-1,86.11
Estramustine phosphate sodium,Amifostine,1e-4,0,HS 578T,93.06
